,LRP,source_gene,target_gene
1,0.012518813,ID2,ID1
2,0.0033590635,ID3,ID1
3,0.004047503,ID4,ID1
4,0.02337233,JUN,ID1
9,0.010184013,RPS27,ID1
10,0.041012265,RPL10,ID1
14,0.03849541,ID3,ID2
15,0.037612855,ID4,ID2
16,0.038011923,JUN,ID2
21,0.016510155,RPS27,ID2
22,0.114061736,RPL10,ID2
27,0.030037252,ID4,ID3
28,0.028513975,JUN,ID3
33,0.017526606,RPS27,ID3
34,0.0774688,RPL10,ID3
40,0.014217983,JUN,ID4
45,0.02828088,RPS27,ID4
46,0.006981628,RPL10,ID4
57,0.0036708354,RPS27,JUN
58,0.09230885,RPL10,JUN
60,0.021273395,ID1,FOS
61,0.050603952,ID2,FOS
62,0.012349978,ID3,FOS
63,0.012832859,ID4,FOS
64,0.022789262,JUN,FOS
66,0.011413684,FOSB,FOS
67,0.020711407,HSPA5,FOS
68,0.012828728,HSP90B1,FOS
69,0.01639302,RPS27,FOS
70,0.05563401,RPL10,FOS
72,0.018841252,ID1,FOSB
73,0.039239787,ID2,FOSB
74,0.023480771,ID3,FOSB
75,0.010613089,ID4,FOSB
76,0.027256772,JUN,FOSB
79,0.031315193,HSPA5,FOSB
80,0.00845413,HSP90B1,FOSB
81,0.014032268,RPS27,FOSB
82,0.09488535,RPL10,FOSB
84,0.03999489,ID1,HSPA5
85,0.030960886,ID2,HSPA5
86,0.034884892,ID3,HSPA5
87,0.020036407,ID4,HSPA5
88,0.013745327,JUN,HSPA5
93,0.0013728612,RPS27,HSPA5
94,0.010064757,RPL10,HSPA5
96,0.0031466256,ID1,HSP90B1
97,0.017285794,ID2,HSP90B1
98,0.01887045,ID3,HSP90B1
99,0.010146234,ID4,HSP90B1
100,0.00838367,JUN,HSP90B1
103,0.025372177,HSPA5,HSP90B1
105,0.016487308,RPS27,HSP90B1
106,0.038316704,RPL10,HSP90B1
129,0.090560466,RPS27,RPL10
132,0.012359468,ID1,EEF1A1
133,0.018446129,ID2,EEF1A1
134,0.018810391,ID3,EEF1A1
135,0.006873205,ID4,EEF1A1
136,0.010125771,JUN,EEF1A1
137,0.0082467375,FOS,EEF1A1
138,0.013742551,FOSB,EEF1A1
139,0.0057494417,HSPA5,EEF1A1
140,0.021791553,HSP90B1,EEF1A1
141,0.015633943,RPS27,EEF1A1
142,0.13356791,RPL10,EEF1A1
