,LRP,source_gene,target_gene
1,0.008968825,ID2,ID1
2,0.023041775,ID3,ID1
3,0.0057119452,ID4,ID1
4,0.011392931,JUN,ID1
9,0.012130295,RPS27,ID1
10,0.028550304,RPL10,ID1
14,0.034987178,ID3,ID2
15,0.053219087,ID4,ID2
16,0.027696215,JUN,ID2
21,0.035752516,RPS27,ID2
22,0.04574368,RPL10,ID2
27,0.031080667,ID4,ID3
28,0.013941221,JUN,ID3
33,0.022955643,RPS27,ID3
34,0.030470967,RPL10,ID3
40,0.025815215,JUN,ID4
45,0.035524093,RPS27,ID4
46,0.0065706503,RPL10,ID4
57,0.015184987,RPS27,JUN
58,0.008091684,RPL10,JUN
60,0.033362344,ID1,FOS
61,0.033012107,ID2,FOS
62,0.015738163,ID3,FOS
63,0.016109828,ID4,FOS
64,0.045783386,JUN,FOS
66,0.067217305,FOSB,FOS
67,0.02232396,HSPA5,FOS
68,0.03854954,HSP90B1,FOS
69,0.018979788,RPS27,FOS
70,0.017420683,RPL10,FOS
72,0.019420438,ID1,FOSB
73,0.05160057,ID2,FOSB
74,0.030115556,ID3,FOSB
75,0.0315862,ID4,FOSB
76,0.062074173,JUN,FOSB
79,0.027964951,HSPA5,FOSB
80,0.018069282,HSP90B1,FOSB
81,0.045907244,RPS27,FOSB
82,0.037959278,RPL10,FOSB
84,0.016746288,ID1,HSPA5
85,0.041609403,ID2,HSPA5
86,0.050490774,ID3,HSPA5
87,0.01828614,ID4,HSPA5
88,0.017210435,JUN,HSPA5
93,0.021441879,RPS27,HSPA5
94,0.0042694495,RPL10,HSPA5
96,0.0064399815,ID1,HSP90B1
97,0.0013854317,ID2,HSP90B1
98,0.009604242,ID3,HSP90B1
99,0.015784398,ID4,HSP90B1
100,0.025123093,JUN,HSP90B1
103,0.036400992,HSPA5,HSP90B1
105,0.017465467,RPS27,HSP90B1
106,0.005595755,RPL10,HSP90B1
129,0.03174169,RPS27,RPL10
132,0.017190887,ID1,EEF1A1
133,0.024746288,ID2,EEF1A1
134,0.017448599,ID3,EEF1A1
135,0.0036462913,ID4,EEF1A1
136,0.020876743,JUN,EEF1A1
137,0.0058258045,FOS,EEF1A1
138,0.061406545,FOSB,EEF1A1
139,0.009778264,HSPA5,EEF1A1
140,0.004401917,HSP90B1,EEF1A1
141,0.0115045495,RPS27,EEF1A1
142,0.03979255,RPL10,EEF1A1
