,LRP,source_gene,target_gene
1,0.026625305,ID2,ID1
2,0.014435075,ID3,ID1
3,0.008128776,ID4,ID1
4,0.021295935,JUN,ID1
9,0.009485323,RPS27,ID1
10,0.051034972,RPL10,ID1
14,0.016307313,ID3,ID2
15,0.03135324,ID4,ID2
16,0.018943513,JUN,ID2
21,0.015179693,RPS27,ID2
22,0.06126521,RPL10,ID2
27,0.002846174,ID4,ID3
28,0.017218513,JUN,ID3
33,0.016746258,RPS27,ID3
34,0.04166804,RPL10,ID3
40,0.018783625,JUN,ID4
45,0.03069795,RPS27,ID4
46,0.013867941,RPL10,ID4
57,0.012918498,RPS27,JUN
58,0.048632532,RPL10,JUN
60,0.021452509,ID1,FOS
61,0.032405898,ID2,FOS
62,0.0062592193,ID3,FOS
63,0.024143675,ID4,FOS
64,0.05571343,JUN,FOS
66,0.028554378,FOSB,FOS
67,0.001332981,HSPA5,FOS
68,0.0021166743,HSP90B1,FOS
69,0.03978911,RPS27,FOS
70,0.06265279,RPL10,FOS
72,0.012389319,ID1,FOSB
73,0.03860619,ID2,FOSB
74,0.01618915,ID3,FOSB
75,0.02609001,ID4,FOSB
76,0.02851296,JUN,FOSB
79,0.01918435,HSPA5,FOSB
80,0.019829778,HSP90B1,FOSB
81,0.026090892,RPS27,FOSB
82,0.053173788,RPL10,FOSB
84,0.019544799,ID1,HSPA5
85,0.012437093,ID2,HSPA5
86,0.032199375,ID3,HSPA5
87,0.005270826,ID4,HSPA5
88,0.011860356,JUN,HSPA5
93,0.014755869,RPS27,HSPA5
94,0.026236491,RPL10,HSPA5
96,0.019806154,ID1,HSP90B1
97,0.007606956,ID2,HSP90B1
98,0.0036535226,ID3,HSP90B1
99,0.013496779,ID4,HSP90B1
100,0.011193778,JUN,HSP90B1
103,0.031630144,HSPA5,HSP90B1
105,0.019879768,RPS27,HSP90B1
106,0.03946732,RPL10,HSP90B1
129,0.064549975,RPS27,RPL10
132,0.011906329,ID1,EEF1A1
133,0.015576942,ID2,EEF1A1
134,0.021594163,ID3,EEF1A1
135,0.012197871,ID4,EEF1A1
136,0.010581393,JUN,EEF1A1
137,0.02883488,FOS,EEF1A1
138,0.02447577,FOSB,EEF1A1
139,0.021967372,HSPA5,EEF1A1
140,0.01489838,HSP90B1,EEF1A1
141,0.0067102294,RPS27,EEF1A1
142,0.0687971,RPL10,EEF1A1
